this is the change for window_size with loss 10.000000 % 
2,106,
4,107,
2,107,
4,108,
2,108,
4,109,
2,109,
4,110,
2,110,
4,110,
2,110,
1,110,
2,112,
4,112,
2,112,
4,114,
8,114,
10,114,
5,114,
10,116,
5,116,
10,116,
5,116,
10,119,
11,119,
5,119,
10,121,
11,121,
5,121,
10,123,
11,123,
5,123,
10,124,
11,124,
5,124,
10,126,
5,126,
10,126,
11,126,
5,126,
10,126,
5,126,
2,126,
1,126,
2,131,
4,132,
2,132,
4,132,
2,132,
1,132,
2,134,
4,135,
2,135,
4,135,
2,135,
4,137,
8,138,
10,138,
11,139,
5,139,
10,139,
5,139,
10,139,
5,139,
10,143,
5,143,
10,144,
11,144,
5,144,
10,144,
5,144,
10,144,
5,144,
2,144,
4,144,
2,144,
4,149,
8,149,
4,149,
8,149,
4,149,
8,149,
4,149,
2,149,
4,153,
8,154,
10,154,
5,154,
10,154,
5,154,
10,156,
11,156,
12,159,
13,160,
14,160,
15,160,
16,160,
17,160,
18,161,
19,161,
20,161,
21,161,
22,161,
11,161,
12,161,
6,161,
10,171,
11,171,
12,171,
13,171,
14,171,
7,171,
10,171,
11,171,
5,171,
10,171,
5,171,
2,171,
4,178,
8,180,
4,180,
8,180,
4,180,
8,182,
10,183,
