this is the change for window_size with loss 30.000002 % 
2,106,
1,106,
2,107,
1,107,
2,108,
4,109,
2,109,
4,110,
2,110,
1,110,
2,111,
4,112,
2,112,
1,112,
2,113,
4,114,
2,114,
1,114,
2,115,
4,116,
2,116,
4,117,
2,117,
1,117,
2,118,
4,119,
2,119,
1,119,
2,120,
4,121,
2,121,
1,121,
2,122,
4,123,
2,123,
1,123,
2,124,
1,124,
2,125,
1,125,
2,126,
4,127,
2,127,
1,127,
2,128,
1,128,
2,128,
1,128,
2,130,
1,130,
2,131,
1,131,
2,132,
1,132,
2,132,
1,132,
2,134,
1,134,
2,135,
1,135,
2,136,
4,137,
2,137,
1,137,
2,138,
4,139,
2,139,
1,139,
2,139,
1,139,
2,141,
1,141,
2,142,
1,142,
2,143,
4,144,
2,144,
1,144,
2,144,
1,144,
2,146,
1,146,
2,146,
1,146,
2,148,
1,148,
2,148,
1,148,
2,150,
1,150,
2,151,
4,152,
2,152,
1,152,
2,153,
4,154,
2,154,
1,154,
2,155,
4,156,
2,156,
1,156,
2,157,
4,158,
2,158,
1,158,
2,159,
4,160,
2,160,
1,160,
2,161,
4,162,
2,162,
1,162,
2,163,
4,164,
2,164,
4,165,
2,165,
1,165,
2,166,
4,167,
2,167,
1,167,
2,168,
4,169,
2,169,
1,169,
2,170,
4,171,
2,171,
1,171,
2,172,
1,172,
2,173,
4,174,
2,174,
1,174,
2,175,
1,175,
2,175,
1,175,
2,177,
1,177,
2,178,
1,178,
2,179,
4,180,
2,180,
4,181,
2,181,
1,181,
2,182,
1,182,
2,183,
4,184,
2,184,
1,184,
2,185,
4,186,
2,186,
1,186,
2,187,
4,188,
2,188,
1,188,
2,189,
1,189,
2,190,
1,190,
2,191,
4,192,
2,192,
1,192,
2,193,
1,193,
2,193,
1,193,
2,195,
1,195,
2,196,
4,197,
2,197,
1,197,
2,198,
1,198,
2,198,
1,198,
2,200,
1,200,
2,201,
4,202,
2,202,
4,203,
2,203,
1,203,
2,204,
4,205,
2,205,
1,205,
2,206,
1,206,
2,207,
4,208,
2,208,
1,208,
2,209,
4,210,
2,210,
1,210,
2,211,
4,212,
2,212,
1,212,
2,212,
1,212,
2,214,
1,214,
2,215,
4,216,
2,216,
1,216,
2,217,
1,217,
2,218,
4,219,
2,219,
1,219,
2,220,
1,220,
2,221,
4,222,
2,222,
1,222,
2,223,
4,224,
2,224,
1,224,
2,225,
4,226,
2,226,
1,226,
2,227,
4,228,
2,228,
1,228,
2,229,
1,229,
2,230,
1,230,
2,231,
4,232,
2,232,
1,232,
2,233,
4,234,
